Entity,Code,Year,Annual change in population,Annual population change (Projected)
Latin America and the Caribbean (UN),UN_LAC,2093,,-3671785
Latin America and the Caribbean (UN),UN_LAC,2094,,-3694663
Latin America and the Caribbean (UN),UN_LAC,2095,,-3709009
Latin America and the Caribbean (UN),UN_LAC,2096,,-3720830
Latin America and the Caribbean (UN),UN_LAC,2097,,-3724813
Latin America and the Caribbean (UN),UN_LAC,2098,,-3725584
Latin America and the Caribbean (UN),UN_LAC,2099,,-3721616
Latin America and the Caribbean (UN),UN_LAC,2100,,-3716984
Latvia,LVA,1951,15193,
Latvia,LVA,1952,15622,
Latvia,LVA,1953,15663,
Latvia,LVA,1954,16836,
Latvia,LVA,1955,18428,
Latvia,LVA,1956,19042,
Latvia,LVA,1957,20612,
Latvia,LVA,1958,23173,
Latvia,LVA,1959,33689,
Latvia,LVA,1960,34186,
Latvia,LVA,1961,26004,
Latvia,LVA,1962,25114,
Latvia,LVA,1963,23517,
Latvia,LVA,1964,23949,
Latvia,LVA,1965,23016,
Latvia,LVA,1966,21587,
Latvia,LVA,1967,21724,
Latvia,LVA,1968,21206,
Latvia,LVA,1969,20377,
Latvia,LVA,1970,19896,
Latvia,LVA,1971,19516,
Latvia,LVA,1972,18796,
Latvia,LVA,1973,19902,
Latvia,LVA,1974,21221,
Latvia,LVA,1975,18786,
Latvia,LVA,1976,14761,
Latvia,LVA,1977,14064,
Latvia,LVA,1978,12759,
Latvia,LVA,1979,8162,
Latvia,LVA,1980,6230,
Latvia,LVA,1981,8216,
Latvia,LVA,1982,12048,
Latvia,LVA,1983,14956,
Latvia,LVA,1984,15797,
Latvia,LVA,1985,16464,
Latvia,LVA,1986,20547,
Latvia,LVA,1987,26185,
Latvia,LVA,1988,26281,
Latvia,LVA,1989,12589,
Latvia,LVA,1990,-4708,
Latvia,LVA,1991,-11198,
Latvia,LVA,1992,-34100,
Latvia,LVA,1993,-51013,
Latvia,LVA,1994,-42582,
Latvia,LVA,1995,-35290,
Latvia,LVA,1996,-28041,
Latvia,LVA,1997,-24678,
Latvia,LVA,1998,-23012,
Latvia,LVA,1999,-19395,
Latvia,LVA,2000,-22502,
Latvia,LVA,2001,-30021,
Latvia,LVA,2002,-26941,
Latvia,LVA,2003,-22375,
Latvia,LVA,2004,-24804,
Latvia,LVA,2005,-24392,
Latvia,LVA,2006,-20748,
Latvia,LVA,2007,-18265,
Latvia,LVA,2008,-23064,
Latvia,LVA,2009,-35666,
Latvia,LVA,2010,-44210,
Latvia,LVA,2011,-37894,
Latvia,LVA,2012,-25301,
Latvia,LVA,2013,-21635,
Latvia,LVA,2014,-18851,
Latvia,LVA,2015,-16279,
Latvia,LVA,2016,-18011,
Latvia,LVA,2017,-17264,
Latvia,LVA,2018,-15013,
Latvia,LVA,2019,-13319,
Latvia,LVA,2020,-13148,
Latvia,LVA,2021,-15526,
Latvia,LVA,2022,-4534,
Latvia,LVA,2023,1340,
Latvia,LVA,2024,,-10525
Latvia,LVA,2025,,-18314
Latvia,LVA,2026,,-17628
Latvia,LVA,2027,,-14369
Latvia,LVA,2028,,-14491
Latvia,LVA,2029,,-14584
Latvia,LVA,2030,,-14862
Latvia,LVA,2031,,-14757
Latvia,LVA,2032,,-14477
Latvia,LVA,2033,,-14392
Latvia,LVA,2034,,-14001
Latvia,LVA,2035,,-13573
Latvia,LVA,2036,,-13402
Latvia,LVA,2037,,-13235
Latvia,LVA,2038,,-13053
Latvia,LVA,2039,,-13120
Latvia,LVA,2040,,-12973
Latvia,LVA,2041,,-12823
Latvia,LVA,2042,,-12661
Latvia,LVA,2043,,-12525
Latvia,LVA,2044,,-12546
Latvia,LVA,2045,,-12684
Latvia,LVA,2046,,-12678
Latvia,LVA,2047,,-12589
Latvia,LVA,2048,,-12696
Latvia,LVA,2049,,-12807
Latvia,LVA,2050,,-12827
Latvia,LVA,2051,,-12794
Latvia,LVA,2052,,-13179
Latvia,LVA,2053,,-13683
Latvia,LVA,2054,,-13834
Latvia,LVA,2055,,-13920
Latvia,LVA,2056,,-14080
Latvia,LVA,2057,,-14263
Latvia,LVA,2058,,-14205
Latvia,LVA,2059,,-14112
Latvia,LVA,2060,,-14109
Latvia,LVA,2061,,-14006
Latvia,LVA,2062,,-13760
Latvia,LVA,2063,,-13708
Latvia,LVA,2064,,-13716
Latvia,LVA,2065,,-13713
Latvia,LVA,2066,,-13455
Latvia,LVA,2067,,-13235
Latvia,LVA,2068,,-13186
Latvia,LVA,2069,,-12875
Latvia,LVA,2070,,-12617
Latvia,LVA,2071,,-12504
Latvia,LVA,2072,,-12268
Latvia,LVA,2073,,-12048
Latvia,LVA,2074,,-11997
Latvia,LVA,2075,,-11973
Latvia,LVA,2076,,-11837
Latvia,LVA,2077,,-11650
Latvia,LVA,2078,,-11506
Latvia,LVA,2079,,-11475
Latvia,LVA,2080,,-11347
Latvia,LVA,2081,,-11114
Latvia,LVA,2082,,-10903
Latvia,LVA,2083,,-10752
Latvia,LVA,2084,,-10526
Latvia,LVA,2085,,-10249
Latvia,LVA,2086,,-10059
Latvia,LVA,2087,,-9976
Latvia,LVA,2088,,-9841
Latvia,LVA,2089,,-9669
Latvia,LVA,2090,,-9583
Latvia,LVA,2091,,-9554
Latvia,LVA,2092,,-9503
Latvia,LVA,2093,,-9404
Latvia,LVA,2094,,-9390
Latvia,LVA,2095,,-9413
Latvia,LVA,2096,,-9451
Latvia,LVA,2097,,-9445
Latvia,LVA,2098,,-9481
Latvia,LVA,2099,,-9536
Latvia,LVA,2100,,-9532
Least developed countries,,1951,3891979,
Least developed countries,,1952,4057054,
Least developed countries,,1953,4169679,
Least developed countries,,1954,4324672,
Least developed countries,,1955,4537833,
Least developed countries,,1956,4730586,
Least developed countries,,1957,4862202,
Least developed countries,,1958,4915562,
Least developed countries,,1959,5218123,
Least developed countries,,1960,5648804,
Least developed countries,,1961,5937020,
Least developed countries,,1962,6189192,
Least developed countries,,1963,6385062,
Least developed countries,,1964,6637651,
Least developed countries,,1965,6908122,
Least developed countries,,1966,7120505,
Least developed countries,,1967,7422251,
Least developed countries,,1968,7732925,
Least developed countries,,1969,7887316,
Least developed countries,,1970,7843495,
Least developed countries,,1971,7416586,
Least developed countries,,1972,7728679,
Least developed countries,,1973,8758222,
Least developed countries,,1974,9045710,
Least developed countries,,1975,8803037,
Least developed countries,,1976,8714676,
Least developed countries,,1977,8737452,
Least developed countries,,1978,9376513,
Least developed countries,,1979,10050571,
Least developed countries,,1980,9294511,
Least developed countries,,1981,9041305,
Least developed countries,,1982,10516022,
Least developed countries,,1983,11583081,
Least developed countries,,1984,11807476,
Least developed countries,,1985,11921616,
Least developed countries,,1986,11979186,
Least developed countries,,1987,12234923,
Least developed countries,,1988,12327387,
Least developed countries,,1989,12594356,
Least developed countries,,1990,12705360,
Least developed countries,,1991,12904396,
Least developed countries,,1992,14312134,
Least developed countries,,1993,15587005,
Least developed countries,,1994,15541322,
Least developed countries,,1995,15582864,
Least developed countries,,1996,15800117,
Least developed countries,,1997,15862078,
Least developed countries,,1998,16135040,
Least developed countries,,1999,16217599,
Least developed countries,,2000,16014749,
Least developed countries,,2001,16251054,
Least developed countries,,2002,17391557,
Least developed countries,,2003,17848850,
Least developed countries,,2004,17610076,
Least developed countries,,2005,18027599,
Least developed countries,,2006,18492413,
Least developed countries,,2007,18290033,
Least developed countries,,2008,18756220,
Least developed countries,,2009,19423039,
Least developed countries,,2010,19664962,
Least developed countries,,2011,20340803,
Least developed countries,,2012,21003667,
Least developed countries,,2013,21588387,
Least developed countries,,2014,22018121,
Least developed countries,,2015,22227647,
Least developed countries,,2016,22910076,
Least developed countries,,2017,23581811,
Least developed countries,,2018,24120063,
Least developed countries,,2019,24906413,
Least developed countries,,2020,25626654,
Least developed countries,,2021,25543671,
Least developed countries,,2022,25414678,
Least developed countries,,2023,26243636,
Least developed countries,,2024,,26957575
Least developed countries,,2025,,27524615
Least developed countries,,2026,,28044120
Least developed countries,,2027,,28239545
Least developed countries,,2028,,28413229
Least developed countries,,2029,,28680636
Least developed countries,,2030,,28905251
Least developed countries,,2031,,29064098
Least developed countries,,2032,,29117632
Least developed countries,,2033,,29153615
Least developed countries,,2034,,29229637
Least developed countries,,2035,,29314571
Least developed countries,,2036,,29393732
Least developed countries,,2037,,29414387
Least developed countries,,2038,,29428712
Least developed countries,,2039,,29503429
Least developed countries,,2040,,29615118
Least developed countries,,2041,,29648815
Least developed countries,,2042,,29626067
Least developed countries,,2043,,29682772
Least developed countries,,2044,,29735031
Least developed countries,,2045,,29716158
Least developed countries,,2046,,29758285
Least developed countries,,2047,,29788728
Least developed countries,,2048,,29760264
Least developed countries,,2049,,29747465
Least developed countries,,2050,,29621066
Least developed countries,,2051,,29489251
Least developed countries,,2052,,29463035
Least developed countries,,2053,,29367388
Least developed countries,,2054,,29246298
Least developed countries,,2055,,29158710
Least developed countries,,2056,,29043612
Least developed countries,,2057,,28825308
Least developed countries,,2058,,28550308
Least developed countries,,2059,,28356828
Least developed countries,,2060,,28145660
Least developed countries,,2061,,27873685
Least developed countries,,2062,,27584469
Least developed countries,,2063,,27256563
Least developed countries,,2064,,26981971
Least developed countries,,2065,,26732002
Least developed countries,,2066,,26347327
Least developed countries,,2067,,25967928
Least developed countries,,2068,,25660308
Least developed countries,,2069,,25312140
Least developed countries,,2070,,25003505
Least developed countries,,2071,,24626599
Least developed countries,,2072,,24236001
Least developed countries,,2073,,23912852
Least developed countries,,2074,,23531522
Least developed countries,,2075,,23041646
Least developed countries,,2076,,22564467
Least developed countries,,2077,,22241341
Least developed countries,,2078,,21852742
Least developed countries,,2079,,21394430
Least developed countries,,2080,,20929721
Least developed countries,,2081,,20362442
Least developed countries,,2082,,19914384
Least developed countries,,2083,,19538913
Least developed countries,,2084,,19143252
Least developed countries,,2085,,18770417
Least developed countries,,2086,,18278621
Least developed countries,,2087,,17739224
Least developed countries,,2088,,17186103
Least developed countries,,2089,,16706606
Least developed countries,,2090,,16317311
Least developed countries,,2091,,15759796
Least developed countries,,2092,,15186264
Least developed countries,,2093,,14737606
Least developed countries,,2094,,14252784
Least developed countries,,2095,,13743260
Least developed countries,,2096,,13333996
Least developed countries,,2097,,12921593
Least developed countries,,2098,,12437007
Least developed countries,,2099,,11967087
Least developed countries,,2100,,11514101
Lebanon,LBN,1951,38224,
Lebanon,LBN,1952,39512,
Lebanon,LBN,1953,40931,
Lebanon,LBN,1954,42399,
Lebanon,LBN,1955,43653,
Lebanon,LBN,1956,45076,
Lebanon,LBN,1957,46779,
Lebanon,LBN,1958,47629,
Lebanon,LBN,1959,49222,
Lebanon,LBN,1960,51635,
Lebanon,LBN,1961,55679,
Lebanon,LBN,1962,59493,
Lebanon,LBN,1963,60736,
Lebanon,LBN,1964,60228,
Lebanon,LBN,1965,58291,
Lebanon,LBN,1966,59417,
Lebanon,LBN,1967,58481,
Lebanon,LBN,1968,59640,
Lebanon,LBN,1969,61786,
Lebanon,LBN,1970,57957,
Lebanon,LBN,1971,60200,
Lebanon,LBN,1972,63411,
Lebanon,LBN,1973,63202,
Lebanon,LBN,1974,62253,
Lebanon,LBN,1975,58012,
Lebanon,LBN,1976,33277,
Lebanon,LBN,1977,35688,
Lebanon,LBN,1978,60519,
Lebanon,LBN,1979,59954,
Lebanon,LBN,1980,62130,
Lebanon,LBN,1981,64220,
Lebanon,LBN,1982,45947,
Lebanon,LBN,1983,40069,
Lebanon,LBN,1984,57741,
Lebanon,LBN,1985,64635,
Lebanon,LBN,1986,82996,
Lebanon,LBN,1987,85184,
Lebanon,LBN,1988,69090,
Lebanon,LBN,1989,70641,
Lebanon,LBN,1990,69887,
Lebanon,LBN,1991,73741,
Lebanon,LBN,1992,78459,
Lebanon,LBN,1993,73277,
Lebanon,LBN,1994,69150,
Lebanon,LBN,1995,70939,
Lebanon,LBN,1996,74041,
Lebanon,LBN,1997,73627,
Lebanon,LBN,1998,72878,
Lebanon,LBN,1999,73991,
Lebanon,LBN,2000,74067,
Lebanon,LBN,2001,72578,
Lebanon,LBN,2002,61582,
Lebanon,LBN,2003,62008,
Lebanon,LBN,2004,73772,
Lebanon,LBN,2005,71820,
Lebanon,LBN,2006,80041,
Lebanon,LBN,2007,92973,
Lebanon,LBN,2008,81240,
Lebanon,LBN,2009,66936,
Lebanon,LBN,2010,48995,
Lebanon,LBN,2011,54728,
Lebanon,LBN,2012,139724,
Lebanon,LBN,2013,507699,
Lebanon,LBN,2014,603552,
Lebanon,LBN,2015,125477,
Lebanon,LBN,2016,-149409,
Lebanon,LBN,2017,-162932,
Lebanon,LBN,2018,-176009,
Lebanon,LBN,2019,-189519,
Lebanon,LBN,2020,-92201,
Lebanon,LBN,2021,15729,
Lebanon,LBN,2022,26363,
Lebanon,LBN,2023,29002,
Lebanon,LBN,2024,,32468
Lebanon,LBN,2025,,43461
Lebanon,LBN,2026,,48039
Lebanon,LBN,2027,,49608
Lebanon,LBN,2028,,50778
Lebanon,LBN,2029,,52540
Lebanon,LBN,2030,,53424
Lebanon,LBN,2031,,54194
Lebanon,LBN,2032,,52750
Lebanon,LBN,2033,,48992
Lebanon,LBN,2034,,49082
Lebanon,LBN,2035,,48897
Lebanon,LBN,2036,,49955
Lebanon,LBN,2037,,54194
Lebanon,LBN,2038,,54381
Lebanon,LBN,2039,,53019
Lebanon,LBN,2040,,51051
Lebanon,LBN,2041,,48768
Lebanon,LBN,2042,,45344
Lebanon,LBN,2043,,39636
Lebanon,LBN,2044,,39942
Lebanon,LBN,2045,,40971
Lebanon,LBN,2046,,36792
Lebanon,LBN,2047,,37246
Lebanon,LBN,2048,,35171
Lebanon,LBN,2049,,28681
Lebanon,LBN,2050,,26384
Lebanon,LBN,2051,,26227
Lebanon,LBN,2052,,24400
Lebanon,LBN,2053,,22160
Lebanon,LBN,2054,,22571
Lebanon,LBN,2055,,22500
Lebanon,LBN,2056,,22564
Lebanon,LBN,2057,,23034
Lebanon,LBN,2058,,21517
Lebanon,LBN,2059,,20286
Lebanon,LBN,2060,,21222
Lebanon,LBN,2061,,20015
Lebanon,LBN,2062,,18703
Lebanon,LBN,2063,,18392
Lebanon,LBN,2064,,16576
Lebanon,LBN,2065,,15826
Lebanon,LBN,2066,,14007
Lebanon,LBN,2067,,12638
Lebanon,LBN,2068,,10684
Lebanon,LBN,2069,,10067
Lebanon,LBN,2070,,12920
Lebanon,LBN,2071,,13325
Lebanon,LBN,2072,,12052
Lebanon,LBN,2073,,12929
Lebanon,LBN,2074,,15678
Lebanon,LBN,2075,,11656
Lebanon,LBN,2076,,5092
Lebanon,LBN,2077,,5337
Lebanon,LBN,2078,,3933
Lebanon,LBN,2079,,1708
Lebanon,LBN,2080,,964
Lebanon,LBN,2081,,-708
Lebanon,LBN,2082,,-624
Lebanon,LBN,2083,,-3236
Lebanon,LBN,2084,,-2713
Lebanon,LBN,2085,,-3723
Lebanon,LBN,2086,,-6105
Lebanon,LBN,2087,,-7339
Lebanon,LBN,2088,,-10428
Lebanon,LBN,2089,,-10295
Lebanon,LBN,2090,,-12052
Lebanon,LBN,2091,,-15095
Lebanon,LBN,2092,,-16697
Lebanon,LBN,2093,,-18728
Lebanon,LBN,2094,,-21551
Lebanon,LBN,2095,,-21647
Lebanon,LBN,2096,,-22463
Lebanon,LBN,2097,,-24115
Lebanon,LBN,2098,,-22942
Lebanon,LBN,2099,,-22042
Lebanon,LBN,2100,,-23148
Lesotho,LSO,1951,10716,
Lesotho,LSO,1952,11677,
Lesotho,LSO,1953,12531,
Lesotho,LSO,1954,13424,
Lesotho,LSO,1955,14284,
Lesotho,LSO,1956,15131,
Lesotho,LSO,1957,17357,
Lesotho,LSO,1958,19650,
Lesotho,LSO,1959,20625,
Lesotho,LSO,1960,21558,
Lesotho,LSO,1961,22326,
Lesotho,LSO,1962,22986,
Lesotho,LSO,1963,23555,
Lesotho,LSO,1964,24068,
Lesotho,LSO,1965,24652,
Lesotho,LSO,1966,27785,
Lesotho,LSO,1967,32107,
Lesotho,LSO,1968,34122,
Lesotho,LSO,1969,35092,
Lesotho,LSO,1970,36073,
Lesotho,LSO,1971,36975,
Lesotho,LSO,1972,37821,
Lesotho,LSO,1973,38637,
Lesotho,LSO,1974,39714,
Lesotho,LSO,1975,41230,
Lesotho,LSO,1976,39567,
Lesotho,LSO,1977,36749,
Lesotho,LSO,1978,37278,
Lesotho,LSO,1979,38927,
Lesotho,LSO,1980,40359,
Lesotho,LSO,1981,41543,
Lesotho,LSO,1982,42659,
Lesotho,LSO,1983,43682,
Lesotho,LSO,1984,44578,
Lesotho,LSO,1985,45393,
Lesotho,LSO,1986,41755,
Lesotho,LSO,1987,37255,
Lesotho,LSO,1988,36452,
Lesotho,LSO,1989,35590,
Lesotho,LSO,1990,34261,
Lesotho,LSO,1991,32685,
Lesotho,LSO,1992,30898,
Lesotho,LSO,1993,28518,
Lesotho,LSO,1994,25909,
Lesotho,LSO,1995,23733,
Lesotho,LSO,1996,20983,
Lesotho,LSO,1997,15716,
Lesotho,LSO,1998,9908,
Lesotho,LSO,1999,5190,
Lesotho,LSO,2000,681,
Lesotho,LSO,2001,-3060,
Lesotho,LSO,2002,-6173,
Lesotho,LSO,2003,-9626,
Lesotho,LSO,2004,-13930,
Lesotho,LSO,2005,-18050,
Lesotho,LSO,2006,-8014,
Lesotho,LSO,2007,8207,
Lesotho,LSO,2008,13274,
Lesotho,LSO,2009,14337,
Lesotho,LSO,2010,15372,
Lesotho,LSO,2011,17759,
Lesotho,LSO,2012,20348,
Lesotho,LSO,2013,22146,
Lesotho,LSO,2014,23582,
Lesotho,LSO,2015,24523,
Lesotho,LSO,2016,25810,
Lesotho,LSO,2017,26693,
Lesotho,LSO,2018,26494,
Lesotho,LSO,2019,25803,
Lesotho,LSO,2020,26313,
Lesotho,LSO,2021,25822,
Lesotho,LSO,2022,24563,
Lesotho,LSO,2023,25364,
Lesotho,LSO,2024,,25952
Lesotho,LSO,2025,,25902
Lesotho,LSO,2026,,26011
Lesotho,LSO,2027,,26031
Lesotho,LSO,2028,,26069
Lesotho,LSO,2029,,26241
Lesotho,LSO,2030,,26140
Lesotho,LSO,2031,,26198
Lesotho,LSO,2032,,26475
Lesotho,LSO,2033,,26618
Lesotho,LSO,2034,,26671
Lesotho,LSO,2035,,26783
Lesotho,LSO,2036,,26942
Lesotho,LSO,2037,,26577
Lesotho,LSO,2038,,26118
Lesotho,LSO,2039,,25941
Lesotho,LSO,2040,,25730
Lesotho,LSO,2041,,25492
Lesotho,LSO,2042,,25178
Lesotho,LSO,2043,,24717
Lesotho,LSO,2044,,24245
Lesotho,LSO,2045,,23834
Lesotho,LSO,2046,,23445
Lesotho,LSO,2047,,23080
Lesotho,LSO,2048,,22551
Lesotho,LSO,2049,,21747
Lesotho,LSO,2050,,20924
Lesotho,LSO,2051,,20479
Lesotho,LSO,2052,,19901
Lesotho,LSO,2053,,18856
Lesotho,LSO,2054,,17780
Lesotho,LSO,2055,,17185
Lesotho,LSO,2056,,16585
Lesotho,LSO,2057,,15873
Lesotho,LSO,2058,,15386
Lesotho,LSO,2059,,14888
Lesotho,LSO,2060,,14284
Lesotho,LSO,2061,,13568
Lesotho,LSO,2062,,13011
Lesotho,LSO,2063,,12038
Lesotho,LSO,2064,,10960
Lesotho,LSO,2065,,10150
Lesotho,LSO,2066,,9687
Lesotho,LSO,2067,,9569
Lesotho,LSO,2068,,9263
Lesotho,LSO,2069,,8698
Lesotho,LSO,2070,,8080
Lesotho,LSO,2071,,7220
Lesotho,LSO,2072,,6147
Lesotho,LSO,2073,,5466
Lesotho,LSO,2074,,5166
Lesotho,LSO,2075,,4314
Lesotho,LSO,2076,,3573
Lesotho,LSO,2077,,3374
Lesotho,LSO,2078,,2865
Lesotho,LSO,2079,,2288
Lesotho,LSO,2080,,1614
Lesotho,LSO,2081,,983
Lesotho,LSO,2082,,535
Lesotho,LSO,2083,,127
Lesotho,LSO,2084,,-122
Lesotho,LSO,2085,,-514
Lesotho,LSO,2086,,-640
Lesotho,LSO,2087,,-976
Lesotho,LSO,2088,,-1549
Lesotho,LSO,2089,,-1853
Lesotho,LSO,2090,,-2122
Lesotho,LSO,2091,,-2545
Lesotho,LSO,2092,,-3389
Lesotho,LSO,2093,,-3808
Lesotho,LSO,2094,,-3879
Lesotho,LSO,2095,,-4465
Lesotho,LSO,2096,,-4890
Lesotho,LSO,2097,,-5239
Lesotho,LSO,2098,,-5670
Lesotho,LSO,2099,,-5825
Lesotho,LSO,2100,,-6214
Less developed regions,,1951,34557125,
Less developed regions,,1952,37946776,
Less developed regions,,1953,40451369,
Less developed regions,,1954,41983605,
Less developed regions,,1955,44377127,
Less developed regions,,1956,45244514,
Less developed regions,,1957,46989604,
Less developed regions,,1958,48020390,
Less developed regions,,1959,44119934,
Less developed regions,,1960,38965819,
Less developed regions,,1961,38684939,
Less developed regions,,1962,47842801,
Less developed regions,,1963,59060777,
Less developed regions,,1964,61565760,
Less developed regions,,1965,60285071,
Less developed regions,,1966,60271669,
Less developed regions,,1967,60553350,
Less developed regions,,1968,63102147,
Less developed regions,,1969,65674656,
Less developed regions,,1970,66829522,
Less developed regions,,1971,66435842,
Less developed regions,,1972,66106242,
Less developed regions,,1973,67513482,
Less developed regions,,1974,67628770,
Less developed regions,,1975,66863742,
Less developed regions,,1976,66420134,
Less developed regions,,1977,66567076,
Less developed regions,,1978,67346329,
Less developed regions,,1979,69582349,
Less developed regions,,1980,71923103,
Less developed regions,,1981,74324301,
Less developed regions,,1982,77600285,
Less developed regions,,1983,78430669,
Less developed regions,,1984,78717631,
Less developed regions,,1985,80662513,
Less developed regions,,1986,82747373,
Less developed regions,,1987,85112120,
Less developed regions,,1988,85597467,
Less developed regions,,1989,85905677,
Less developed regions,,1990,86761486,
Less developed regions,,1991,84321440,
Less developed regions,,1992,81901512,
Less developed regions,,1993,81136300,
Less developed regions,,1994,79300178,
Less developed regions,,1995,79151491,
Less developed regions,,1996,79656567,
Less developed regions,,1997,79239328,
Less developed regions,,1998,79402750,
Less developed regions,,1999,79165197,
Less developed regions,,2000,79287903,
Less developed regions,,2001,79542674,
Less developed regions,,2002,78264224,
Less developed regions,,2003,77774166,
Less developed regions,,2004,78538642,
Less developed regions,,2005,79157514,
Less developed regions,,2006,80084853,
Less developed regions,,2007,80701697,
Less developed regions,,2008,81489678,
Less developed regions,,2009,83000565,
Less developed regions,,2010,83951181,
Less developed regions,,2011,84292393,
Less developed regions,,2012,85568195,
Less developed regions,,2013,85992041,
Less developed regions,,2014,85116334,
Less developed regions,,2015,83707661,
Less developed regions,,2016,82485746,
Less developed regions,,2017,81753015,
Less developed regions,,2018,79485082,
Less developed regions,,2019,76992341,
Less developed regions,,2020,73705711,
Less developed regions,,2021,67724797,
Less developed regions,,2022,67281060,
Less developed regions,,2023,69603873,
Less developed regions,,2024,,68679052
Less developed regions,,2025,,68442984
Less developed regions,,2026,,68268468
Less developed regions,,2027,,67934014
Less developed regions,,2028,,67191858
Less developed regions,,2029,,66495905
Less developed regions,,2030,,65835087
Less developed regions,,2031,,65133608
Less developed regions,,2032,,64350906
Less developed regions,,2033,,63514199
Less developed regions,,2034,,62687321
Less developed regions,,2035,,61847157
Less developed regions,,2036,,60980240
Less developed regions,,2037,,60028631
Less developed regions,,2038,,59017873
Less developed regions,,2039,,58028221
Less developed regions,,2040,,57006192
Less developed regions,,2041,,55860594
Less developed regions,,2042,,54618368
Less developed regions,,2043,,53416186
Less developed regions,,2044,,52197647
Less developed regions,,2045,,50835592
Less developed regions,,2046,,49413413
Less developed regions,,2047,,47935150
Less developed regions,,2048,,46389964
Less developed regions,,2049,,44828730
Less developed regions,,2050,,43213762
Less developed regions,,2051,,41564625
Less developed regions,,2052,,39934491
Less developed regions,,2053,,38363934
Less developed regions,,2054,,36810851
Less developed regions,,2055,,35291300
Less developed regions,,2056,,33835618
Less developed regions,,2057,,32360913
Less developed regions,,2058,,30914737
Less developed regions,,2059,,29593753
Less developed regions,,2060,,28351237
Less developed regions,,2061,,27112619
Less developed regions,,2062,,25932437
Less developed regions,,2063,,24825289
Less developed regions,,2064,,23776484
Less developed regions,,2065,,22736056
Less developed regions,,2066,,21662911
Less developed regions,,2067,,20566775
Less developed regions,,2068,,19502759
Less developed regions,,2069,,18438287
Less developed regions,,2070,,17364713
Less developed regions,,2071,,16281432
Less developed regions,,2072,,15141360
Less developed regions,,2073,,13996578
Less developed regions,,2074,,12831732
Less developed regions,,2075,,11567413
Less developed regions,,2076,,10305572
Less developed regions,,2077,,9138880
Less developed regions,,2078,,7920044
Less developed regions,,2079,,6695713
Less developed regions,,2080,,5529113
Less developed regions,,2081,,4299668
Less developed regions,,2082,,3200029
Less developed regions,,2083,,2204180
Less developed regions,,2084,,1200629
Less developed regions,,2085,,297965
Less developed regions,,2086,,-620510
Less developed regions,,2087,,-1553334
Less developed regions,,2088,,-2461704
Less developed regions,,2089,,-3271423
Less developed regions,,2090,,-3999433
Less developed regions,,2091,,-4792059
Less developed regions,,2092,,-5578004
Less developed regions,,2093,,-6348372
Less developed regions,,2094,,-7140592
Less developed regions,,2095,,-7900856
Less developed regions,,2096,,-8600478
Less developed regions,,2097,,-9326783
Less developed regions,,2098,,-10063616
Less developed regions,,2099,,-10740092
Less developed regions,,2100,,-11396247
"Less developed regions, excluding China",,1951,24482371,
"Less developed regions, excluding China",,1952,26191796,
"Less developed regions, excluding China",,1953,27624565,
"Less developed regions, excluding China",,1954,29007920,
"Less developed regions, excluding China",,1955,30500458,
"Less developed regions, excluding China",,1956,31758557,
"Less developed regions, excluding China",,1957,32688235,
"Less developed regions, excluding China",,1958,33637689,
"Less developed regions, excluding China",,1959,35109376,
"Less developed regions, excluding China",,1960,36354708,
"Less developed regions, excluding China",,1961,37324450,
"Less developed regions, excluding China",,1962,38312510,
"Less developed regions, excluding China",,1963,39384924,
"Less developed regions, excluding China",,1964,40382253,
"Less developed regions, excluding China",,1965,40490099,
"Less developed regions, excluding China",,1966,40715091,
"Less developed regions, excluding China",,1967,42109469,
"Less developed regions, excluding China",,1968,43214325,
"Less developed regions, excluding China",,1969,43909757,
"Less developed regions, excluding China",,1970,45022259,
"Less developed regions, excluding China",,1971,45114177,
"Less developed regions, excluding China",,1972,46031199,
"Less developed regions, excluding China",,1973,48209014,
"Less developed regions, excluding China",,1974,49509963,
"Less developed regions, excluding China",,1975,50661373,
"Less developed regions, excluding China",,1976,51748203,
"Less developed regions, excluding China",,1977,52934885,
"Less developed regions, excluding China",,1978,54269346,
"Less developed regions, excluding China",,1979,55985167,
"Less developed regions, excluding China",,1980,57587127,
"Less developed regions, excluding China",,1981,59335576,
"Less developed regions, excluding China",,1982,61324339,
"Less developed regions, excluding China",,1983,62560791,
"Less developed regions, excluding China",,1984,63557884,
"Less developed regions, excluding China",,1985,64351546,
"Less developed regions, excluding China",,1986,65017585,
"Less developed regions, excluding China",,1987,65871553,
"Less developed regions, excluding China",,1988,66322113,
"Less developed regions, excluding China",,1989,66925576,
"Less developed regions, excluding China",,1990,66961847,
"Less developed regions, excluding China",,1991,66850157,
"Less developed regions, excluding China",,1992,67774018,
"Less developed regions, excluding China",,1993,68057338,
"Less developed regions, excluding China",,1994,67274644,
"Less developed regions, excluding China",,1995,67699904,
"Less developed regions, excluding China",,1996,68537199,
"Less developed regions, excluding China",,1997,68746212,
"Less developed regions, excluding China",,1998,69418955,
"Less developed regions, excluding China",,1999,69578476,
"Less developed regions, excluding China",,2000,69659105,
"Less developed regions, excluding China",,2001,70207999,
"Less developed regions, excluding China",,2002,69943748,
"Less developed regions, excluding China",,2003,69975928,
"Less developed regions, excluding China",,2004,70831929,
"Less developed regions, excluding China",,2005,71117671,
"Less developed regions, excluding China",,2006,71932309,
"Less developed regions, excluding China",,2007,72796061,
