Entity,Code,Year,Deaths,Projected deaths (Projected),Births,Projected births (Projected)
Hungary,HUN,1994,146815,,115598,
Hungary,HUN,1995,145090,,111933,
Hungary,HUN,1996,142743,,105260,
Hungary,HUN,1997,138899,,100324,
Hungary,HUN,1998,140249,,97299,
Hungary,HUN,1999,142400,,95112,
Hungary,HUN,2000,134857,,97513,
Hungary,HUN,2001,131367,,97095,
Hungary,HUN,2002,132100,,96728,
Hungary,HUN,2003,135114,,94772,
Hungary,HUN,2004,131854,,95319,
Hungary,HUN,2005,134954,,97761,
Hungary,HUN,2006,130950,,99808,
Hungary,HUN,2007,132186,,98015,
Hungary,HUN,2008,129398,,98863,
Hungary,HUN,2009,129763,,96291,
Hungary,HUN,2010,129618,,90709,
Hungary,HUN,2011,127537,,89092,
Hungary,HUN,2012,128855,,90042,
Hungary,HUN,2013,126033,,89379,
Hungary,HUN,2014,125902,,92338,
Hungary,HUN,2015,131112,,91977,
Hungary,HUN,2016,126512,,94367,
Hungary,HUN,2017,131175,,93191,
Hungary,HUN,2018,130529,,91697,
Hungary,HUN,2019,129065,,91271,
Hungary,HUN,2020,140529,,93065,
Hungary,HUN,2021,158980,,93719,
Hungary,HUN,2022,133844,,89766,
Hungary,HUN,2023,128064,,85373,
Hungary,HUN,2024,,128401,,85003
Hungary,HUN,2025,,128486,,84300
Hungary,HUN,2026,,128369,,83010
Hungary,HUN,2027,,128442,,82197
Hungary,HUN,2028,,128672,,81368
Hungary,HUN,2029,,128865,,80504
Hungary,HUN,2030,,129132,,79838
Hungary,HUN,2031,,129504,,79153
Hungary,HUN,2032,,129774,,78657
Hungary,HUN,2033,,129979,,78334
Hungary,HUN,2034,,130177,,78275
Hungary,HUN,2035,,130352,,78269
Hungary,HUN,2036,,130364,,78240
Hungary,HUN,2037,,130349,,78436
Hungary,HUN,2038,,130289,,78713
Hungary,HUN,2039,,130096,,78883
Hungary,HUN,2040,,129748,,79180
Hungary,HUN,2041,,129339,,79263
Hungary,HUN,2042,,128893,,79320
Hungary,HUN,2043,,128301,,79482
Hungary,HUN,2044,,127667,,79396
Hungary,HUN,2045,,126954,,79220
Hungary,HUN,2046,,126079,,79219
Hungary,HUN,2047,,125245,,78999
Hungary,HUN,2048,,124353,,78755
Hungary,HUN,2049,,123586,,78395
Hungary,HUN,2050,,122866,,78070
Hungary,HUN,2051,,122253,,77787
Hungary,HUN,2052,,121734,,77240
Hungary,HUN,2053,,121370,,76672
Hungary,HUN,2054,,121107,,76040
Hungary,HUN,2055,,120869,,75445
Hungary,HUN,2056,,120833,,74612
Hungary,HUN,2057,,120900,,73977
Hungary,HUN,2058,,120862,,73457
Hungary,HUN,2059,,120958,,72954
Hungary,HUN,2060,,120863,,72419
Hungary,HUN,2061,,120837,,71903
Hungary,HUN,2062,,120751,,71502
Hungary,HUN,2063,,120606,,71105
Hungary,HUN,2064,,120238,,70851
Hungary,HUN,2065,,119769,,70625
Hungary,HUN,2066,,119260,,70481
Hungary,HUN,2067,,118492,,70487
Hungary,HUN,2068,,117579,,70529
Hungary,HUN,2069,,116522,,70533
Hungary,HUN,2070,,115344,,70471
Hungary,HUN,2071,,113985,,70488
Hungary,HUN,2072,,112616,,70451
Hungary,HUN,2073,,111074,,70391
Hungary,HUN,2074,,109583,,70432
Hungary,HUN,2075,,108157,,70497
Hungary,HUN,2076,,106707,,70456
Hungary,HUN,2077,,105269,,70281
Hungary,HUN,2078,,103921,,70098
Hungary,HUN,2079,,102674,,69886
Hungary,HUN,2080,,101500,,69679
Hungary,HUN,2081,,100482,,69391
Hungary,HUN,2082,,99488,,69056
Hungary,HUN,2083,,98635,,68727
Hungary,HUN,2084,,97839,,68448
Hungary,HUN,2085,,97083,,68117
Hungary,HUN,2086,,96203,,67715
Hungary,HUN,2087,,95389,,67302
Hungary,HUN,2088,,94686,,66977
Hungary,HUN,2089,,93948,,66592
Hungary,HUN,2090,,93263,,66265
Hungary,HUN,2091,,92638,,65873
Hungary,HUN,2092,,92014,,65485
Hungary,HUN,2093,,91501,,65097
Hungary,HUN,2094,,91085,,64794
Hungary,HUN,2095,,90793,,64603
Hungary,HUN,2096,,90544,,64408
Hungary,HUN,2097,,90396,,64283
Hungary,HUN,2098,,90350,,64033
Hungary,HUN,2099,,90313,,63864
Hungary,HUN,2100,,90247,,63708
Iceland,ISL,1950,1124,,4103,
Iceland,ISL,1951,1154,,4032,
Iceland,ISL,1952,1085,,4110,
Iceland,ISL,1953,1120,,4263,
Iceland,ISL,1954,1063,,4294,
Iceland,ISL,1955,1104,,4476,
Iceland,ISL,1956,1162,,4579,
Iceland,ISL,1957,1168,,4655,
Iceland,ISL,1958,1170,,4608,
Iceland,ISL,1959,1252,,4780,
Iceland,ISL,1960,1173,,4867,
Iceland,ISL,1961,1242,,4532,
Iceland,ISL,1962,1239,,4706,
Iceland,ISL,1963,1326,,4808,
Iceland,ISL,1964,1318,,4770,
Iceland,ISL,1965,1291,,4711,
Iceland,ISL,1966,1400,,4673,
Iceland,ISL,1967,1391,,4408,
Iceland,ISL,1968,1394,,4228,
Iceland,ISL,1969,1462,,4235,
Iceland,ISL,1970,1468,,4062,
Iceland,ISL,1971,1512,,4269,
Iceland,ISL,1972,1458,,4649,
Iceland,ISL,1973,1487,,4593,
Iceland,ISL,1974,1518,,4277,
Iceland,ISL,1975,1418,,4371,
Iceland,ISL,1976,1351,,4304,
Iceland,ISL,1977,1438,,4040,
Iceland,ISL,1978,1432,,4170,
Iceland,ISL,1979,1489,,4475,
Iceland,ISL,1980,1542,,4536,
Iceland,ISL,1981,1664,,4352,
Iceland,ISL,1982,1592,,4334,
Iceland,ISL,1983,1662,,4372,
Iceland,ISL,1984,1590,,4121,
Iceland,ISL,1985,1658,,3887,
Iceland,ISL,1986,1599,,3895,
Iceland,ISL,1987,1733,,4184,
Iceland,ISL,1988,1829,,4621,
Iceland,ISL,1989,1723,,4604,
Iceland,ISL,1990,1716,,4771,
Iceland,ISL,1991,1800,,4534,
Iceland,ISL,1992,1730,,4624,
Iceland,ISL,1993,1761,,4631,
Iceland,ISL,1994,1727,,4460,
Iceland,ISL,1995,1955,,4308,
Iceland,ISL,1996,1892,,4322,
Iceland,ISL,1997,1859,,4158,
Iceland,ISL,1998,1833,,4161,
Iceland,ISL,1999,1919,,4095,
Iceland,ISL,2000,1829,,4279,
Iceland,ISL,2001,1733,,4087,
Iceland,ISL,2002,1834,,4062,
Iceland,ISL,2003,1844,,4162,
Iceland,ISL,2004,1840,,4235,
Iceland,ISL,2005,1855,,4248,
Iceland,ISL,2006,1915,,4371,
Iceland,ISL,2007,1954,,4493,
Iceland,ISL,2008,2002,,4801,
Iceland,ISL,2009,2017,,5066,
Iceland,ISL,2010,2030,,4924,
Iceland,ISL,2011,2002,,4525,
Iceland,ISL,2012,1979,,4536,
Iceland,ISL,2013,2164,,4326,
Iceland,ISL,2014,2064,,4356,
Iceland,ISL,2015,2194,,4129,
Iceland,ISL,2016,2332,,4013,
Iceland,ISL,2017,2245,,4004,
Iceland,ISL,2018,2269,,4169,
Iceland,ISL,2019,2284,,4403,
Iceland,ISL,2020,2316,,4486,
Iceland,ISL,2021,2345,,4819,
Iceland,ISL,2022,2823,,4334,
Iceland,ISL,2023,2613,,4347,
Iceland,ISL,2024,,2612,,4377
Iceland,ISL,2025,,2646,,4367
Iceland,ISL,2026,,2681,,4346
Iceland,ISL,2027,,2722,,4317
Iceland,ISL,2028,,2769,,4289
Iceland,ISL,2029,,2812,,4262
Iceland,ISL,2030,,2870,,4225
Iceland,ISL,2031,,2923,,4191
Iceland,ISL,2032,,2986,,4155
Iceland,ISL,2033,,3055,,4128
Iceland,ISL,2034,,3119,,4098
Iceland,ISL,2035,,3196,,4069
Iceland,ISL,2036,,3262,,4044
Iceland,ISL,2037,,3328,,4019
Iceland,ISL,2038,,3399,,3996
Iceland,ISL,2039,,3475,,3973
Iceland,ISL,2040,,3544,,3942
Iceland,ISL,2041,,3604,,3908
Iceland,ISL,2042,,3673,,3876
Iceland,ISL,2043,,3734,,3853
Iceland,ISL,2044,,3793,,3832
Iceland,ISL,2045,,3860,,3811
Iceland,ISL,2046,,3907,,3789
Iceland,ISL,2047,,3967,,3772
Iceland,ISL,2048,,4018,,3759
Iceland,ISL,2049,,4065,,3747
Iceland,ISL,2050,,4106,,3734
Iceland,ISL,2051,,4144,,3712
Iceland,ISL,2052,,4176,,3694
Iceland,ISL,2053,,4210,,3669
Iceland,ISL,2054,,4240,,3646
Iceland,ISL,2055,,4272,,3623
Iceland,ISL,2056,,4297,,3588
Iceland,ISL,2057,,4328,,3556
Iceland,ISL,2058,,4353,,3526
Iceland,ISL,2059,,4379,,3495
Iceland,ISL,2060,,4407,,3464
Iceland,ISL,2061,,4442,,3426
Iceland,ISL,2062,,4470,,3399
Iceland,ISL,2063,,4509,,3368
Iceland,ISL,2064,,4545,,3343
Iceland,ISL,2065,,4586,,3322
Iceland,ISL,2066,,4622,,3291
Iceland,ISL,2067,,4672,,3270
Iceland,ISL,2068,,4725,,3241
Iceland,ISL,2069,,4771,,3218
Iceland,ISL,2070,,4819,,3202
Iceland,ISL,2071,,4866,,3182
Iceland,ISL,2072,,4916,,3163
Iceland,ISL,2073,,4967,,3147
Iceland,ISL,2074,,5022,,3131
Iceland,ISL,2075,,5072,,3114
Iceland,ISL,2076,,5129,,3103
Iceland,ISL,2077,,5172,,3090
Iceland,ISL,2078,,5221,,3072
Iceland,ISL,2079,,5260,,3053
Iceland,ISL,2080,,5301,,3035
Iceland,ISL,2081,,5340,,3020
Iceland,ISL,2082,,5367,,3004
Iceland,ISL,2083,,5390,,2990
Iceland,ISL,2084,,5394,,2976
Iceland,ISL,2085,,5383,,2960
Iceland,ISL,2086,,5368,,2942
Iceland,ISL,2087,,5333,,2925
Iceland,ISL,2088,,5285,,2907
Iceland,ISL,2089,,5240,,2885
Iceland,ISL,2090,,5180,,2867
Iceland,ISL,2091,,5114,,2850
Iceland,ISL,2092,,5053,,2828
Iceland,ISL,2093,,4989,,2806
Iceland,ISL,2094,,4932,,2785
Iceland,ISL,2095,,4881,,2766
Iceland,ISL,2096,,4827,,2747
Iceland,ISL,2097,,4800,,2727
Iceland,ISL,2098,,4757,,2703
Iceland,ISL,2099,,4730,,2689
Iceland,ISL,2100,,4702,,2673
India,IND,1950,7852219,,15287998,
India,IND,1951,7973004,,15663440,
India,IND,1952,8048990,,16082888,
India,IND,1953,8169722,,16501176,
India,IND,1954,8122090,,16903336,
India,IND,1955,8168768,,17219756,
India,IND,1956,8232471,,17526404,
India,IND,1957,8323747,,17825652,
India,IND,1958,8374383,,18053424,
India,IND,1959,8395630,,18321020,
India,IND,1960,8467290,,18705012,
India,IND,1961,8586012,,19054932,
India,IND,1962,8679851,,19422986,
India,IND,1963,8767246,,19783962,
India,IND,1964,8871377,,20156988,
India,IND,1965,9488516,,20414204,
India,IND,1966,9543207,,20632992,
India,IND,1967,9609691,,20889458,
India,IND,1968,9155303,,21162298,
India,IND,1969,9218624,,21386208,
India,IND,1970,9287483,,21705420,
India,IND,1971,9382778,,22169872,
India,IND,1972,9468026,,22509830,
India,IND,1973,9517150,,22929812,
India,IND,1974,9489001,,23284796,
India,IND,1975,9492655,,23451070,
India,IND,1976,9499656,,23935744,
India,IND,1977,9494741,,24070484,
India,IND,1978,9461503,,24359834,
India,IND,1979,9440528,,24833592,
India,IND,1980,9452567,,25471068,
India,IND,1981,9446658,,25868440,
India,IND,1982,9431256,,26221360,
India,IND,1983,9418131,,26637448,
India,IND,1984,9414277,,27113112,
India,IND,1985,9398793,,27366950,
India,IND,1986,9392670,,27848424,
India,IND,1987,9365359,,27860880,
India,IND,1988,9337583,,28040342,
India,IND,1989,9306083,,28154988,
India,IND,1990,9277651,,28171520,
India,IND,1991,9256425,,28305720,
India,IND,1992,9232809,,28365204,
India,IND,1993,9221708,,28374418,
India,IND,1994,9201756,,28512692,
India,IND,1995,9191892,,28588052,
India,IND,1996,9180936,,28623284,
India,IND,1997,9166224,,28659996,
India,IND,1998,9155899,,28724932,
India,IND,1999,9141493,,28790310,
India,IND,2000,9127431,,29111712,
India,IND,2001,9143228,,29324930,
India,IND,2002,9103548,,29128216,
India,IND,2003,9074469,,28794442,
India,IND,2004,9067053,,28537736,
India,IND,2005,9027961,,28063000,
India,IND,2006,8995893,,27637610,
India,IND,2007,8972698,,27304620,
India,IND,2008,8950894,,27186092,
India,IND,2009,8934340,,27219668,
India,IND,2010,8908601,,26900712,
India,IND,2011,8889393,,26681992,
India,IND,2012,8879964,,26432416,
India,IND,2013,8888126,,25995998,
India,IND,2014,8884412,,25050538,
India,IND,2015,8936426,,25147252,
India,IND,2016,9004539,,25207148,
India,IND,2017,9072749,,24466744,
India,IND,2018,9169449,,24620204,
India,IND,2019,9264486,,24124984,
India,IND,2020,10118286,,23485340,
India,IND,2021,13093783,,23321852,
India,IND,2022,9373180,,23286124,
India,IND,2023,9507013,,23219488,
India,IND,2024,,9557052,,23186978
India,IND,2025,,9717143,,23073268
India,IND,2026,,9888274,,22988460
India,IND,2027,,10053751,,22878818
India,IND,2028,,10242533,,22754838
India,IND,2029,,10414147,,22649124
India,IND,2030,,10596096,,22550562
India,IND,2031,,10787749,,22409976
India,IND,2032,,10974276,,22237608
India,IND,2033,,11167947,,22082668
India,IND,2034,,11360372,,21924896
India,IND,2035,,11565827,,21759072
India,IND,2036,,11770888,,21569206
India,IND,2037,,11993782,,21363356
India,IND,2038,,12201768,,21140946
India,IND,2039,,12407793,,20934176
India,IND,2040,,12612592,,20758828
India,IND,2041,,12836396,,20545376
India,IND,2042,,13052625,,20330312
India,IND,2043,,13269022,,20130640
India,IND,2044,,13482210,,19947418
India,IND,2045,,13702678,,19749716
India,IND,2046,,13912596,,19576964
India,IND,2047,,14133551,,19391408
India,IND,2048,,14351944,,19231386
India,IND,2049,,14566172,,19095248
India,IND,2050,,14785326,,18961896
India,IND,2051,,14997696,,18837732
India,IND,2052,,15216101,,18698884
India,IND,2053,,15436237,,18582962
India,IND,2054,,15660995,,18444416
India,IND,2055,,15872183,,18344900
India,IND,2056,,16085068,,18262980
India,IND,2057,,16292876,,18161536
India,IND,2058,,16505746,,18045404
India,IND,2059,,16723558,,17931044
India,IND,2060,,16939024,,17822216
India,IND,2061,,17149324,,17686836
India,IND,2062,,17363384,,17585816
India,IND,2063,,17570634,,17455638
India,IND,2064,,17781020,,17344432
India,IND,2065,,18002688,,17209710
India,IND,2066,,18195102,,17082728
India,IND,2067,,18406084,,16937440
India,IND,2068,,18609028,,16791470
India,IND,2069,,18801416,,16632918
India,IND,2070,,19004296,,16498187
India,IND,2071,,19189708,,16371144
India,IND,2072,,19377524,,16213598
India,IND,2073,,19526400,,16075982
India,IND,2074,,19692008,,15942145
India,IND,2075,,19855678,,15794910
India,IND,2076,,19997582,,15672620
India,IND,2077,,20135570,,15555657
India,IND,2078,,20269332,,15417300
India,IND,2079,,20380090,,15291998
India,IND,2080,,20494504,,15183297
India,IND,2081,,20582820,,15050318
India,IND,2082,,20672738,,14956248
India,IND,2083,,20750772,,14847157
India,IND,2084,,20818684,,14749151
India,IND,2085,,20894032,,14649410
India,IND,2086,,20947622,,14564530
India,IND,2087,,20992632,,14478800
India,IND,2088,,21026112,,14388654
India,IND,2089,,21060120,,14299522
India,IND,2090,,21057380,,14200394
India,IND,2091,,21049724,,14110744
India,IND,2092,,21023394,,14011573
India,IND,2093,,20990204,,13891195
India,IND,2094,,20950712,,13787845
India,IND,2095,,20909484,,13676409
India,IND,2096,,20845334,,13584811
India,IND,2097,,20786428,,13484674
India,IND,2098,,20706448,,13363236
India,IND,2099,,20626480,,13274235
India,IND,2100,,20544878,,13154703
Indonesia,IDN,1950,1435160,,2783163,
Indonesia,IDN,1951,1444298,,2892411,
Indonesia,IDN,1952,1454170,,3005894,
Indonesia,IDN,1953,1468482,,3120435,
Indonesia,IDN,1954,1483242,,3244910,
Indonesia,IDN,1955,1499259,,3365766,
Indonesia,IDN,1956,1512160,,3477703,
Indonesia,IDN,1957,1524872,,3586852,
Indonesia,IDN,1958,1550791,,3699360,
Indonesia,IDN,1959,1556249,,3810136,
Indonesia,IDN,1960,1568601,,3919585,
Indonesia,IDN,1961,1583457,,4017562,
Indonesia,IDN,1962,1584576,,4109792,
Indonesia,IDN,1963,1593208,,4202713,
Indonesia,IDN,1964,1594677,,4294836,
Indonesia,IDN,1965,2111123,,4390058,
Indonesia,IDN,1966,1729452,,4444550,
Indonesia,IDN,1967,1585671,,4495626,
Indonesia,IDN,1968,1584249,,4545921,
Indonesia,IDN,1969,1576785,,4611695,
Indonesia,IDN,1970,1569098,,4649581,
Indonesia,IDN,1971,1565151,,4676455,
Indonesia,IDN,1972,1562496,,4712199,
Indonesia,IDN,1973,1560364,,4771017,
Indonesia,IDN,1974,1554717,,4750942,
Indonesia,IDN,1975,1550118,,4813924,
Indonesia,IDN,1976,1552624,,4844037,
Indonesia,IDN,1977,1540761,,4875503,
Indonesia,IDN,1978,1541175,,4954155,
Indonesia,IDN,1979,1536545,,4997095,
Indonesia,IDN,1980,1532758,,5017480,
Indonesia,IDN,1981,1536863,,5034172,
Indonesia,IDN,1982,1526362,,5071779,
Indonesia,IDN,1983,1510524,,5069385,
Indonesia,IDN,1984,1499690,,5049254,
Indonesia,IDN,1985,1485686,,4905103,
Indonesia,IDN,1986,1481095,,4790986,
Indonesia,IDN,1987,1482072,,4786663,
Indonesia,IDN,1988,1491827,,4822964,
Indonesia,IDN,1989,1484407,,4801113,
Indonesia,IDN,1990,1484941,,4735739,
Indonesia,IDN,1991,1482620,,4771472,
Indonesia,IDN,1992,1475622,,4717293,
Indonesia,IDN,1993,1455090,,4742367,
Indonesia,IDN,1994,1477837,,4769947,
Indonesia,IDN,1995,1498501,,4803061,
Indonesia,IDN,1996,1522824,,4854339,
Indonesia,IDN,1997,1536026,,4874197,
Indonesia,IDN,1998,1560271,,4819179,
Indonesia,IDN,1999,1593767,,4730769,
Indonesia,IDN,2000,1605637,,4686376,
Indonesia,IDN,2001,1619259,,4685685,
Indonesia,IDN,2002,1624574,,4687565,
Indonesia,IDN,2003,1650939,,4688692,
Indonesia,IDN,2004,1845607,,4739873,
Indonesia,IDN,2005,1702851,,4852370,
Indonesia,IDN,2006,1736657,,4899748,
Indonesia,IDN,2007,1759193,,4970646,
Indonesia,IDN,2008,1787618,,4925996,
Indonesia,IDN,2009,1814615,,4955500,
Indonesia,IDN,2010,1854127,,5015256,
Indonesia,IDN,2011,1875287,,5141881,
Indonesia,IDN,2012,1897862,,5157679,
Indonesia,IDN,2013,1921332,,5025781,
Indonesia,IDN,2014,1941415,,4942318,
Indonesia,IDN,2015,1962168,,4861441,
Indonesia,IDN,2016,1985267,,4799811,
Indonesia,IDN,2017,2006818,,4689219,
Indonesia,IDN,2018,2041289,,4628645,
Indonesia,IDN,2019,2059519,,4607562,
Indonesia,IDN,2020,2430253,,4582350,
Indonesia,IDN,2021,2779186,,4543453,
Indonesia,IDN,2022,2088878,,4518308,
Indonesia,IDN,2023,2117709,,4482359,
Indonesia,IDN,2024,,2161269,,4468312
Indonesia,IDN,2025,,2203298,,4440838
Indonesia,IDN,2026,,2247436,,4419970
Indonesia,IDN,2027,,2291242,,4398802
Indonesia,IDN,2028,,2336489,,4374947
Indonesia,IDN,2029,,2384577,,4358198
Indonesia,IDN,2030,,2432951,,4343390
Indonesia,IDN,2031,,2480462,,4339976
Indonesia,IDN,2032,,2528089,,4337512
Indonesia,IDN,2033,,2575202,,4335699
Indonesia,IDN,2034,,2623325,,4327608
Indonesia,IDN,2035,,2671699,,4316832
Indonesia,IDN,2036,,2721798,,4308433
Indonesia,IDN,2037,,2772170,,4303512
Indonesia,IDN,2038,,2822395,,4290808
Indonesia,IDN,2039,,2874053,,4277339
Indonesia,IDN,2040,,2924362,,4252635
Indonesia,IDN,2041,,2974617,,4231429
Indonesia,IDN,2042,,3023886,,4202533
Indonesia,IDN,2043,,3071722,,4174009
Indonesia,IDN,2044,,3118634,,4140580
Indonesia,IDN,2045,,3165872,,4103531
Indonesia,IDN,2046,,3213025,,4067058
Indonesia,IDN,2047,,3258542,,4036947
Indonesia,IDN,2048,,3301831,,4005891
Indonesia,IDN,2049,,3345086,,3971275
Indonesia,IDN,2050,,3386901,,3932900
Indonesia,IDN,2051,,3425872,,3897123
Indonesia,IDN,2052,,3461944,,3866541
Indonesia,IDN,2053,,3494832,,3834686
Indonesia,IDN,2054,,3528371,,3803308
Indonesia,IDN,2055,,3561933,,3775601
Indonesia,IDN,2056,,3591970,,3754300
Indonesia,IDN,2057,,3622667,,3727756
Indonesia,IDN,2058,,3649849,,3709482
Indonesia,IDN,2059,,3672189,,3689137
Indonesia,IDN,2060,,3698434,,3670623
Indonesia,IDN,2061,,3719875,,3649899
Indonesia,IDN,2062,,3738411,,3634278
Indonesia,IDN,2063,,3756147,,3620684
Indonesia,IDN,2064,,3772738,,3605214
Indonesia,IDN,2065,,3787466,,3591626
Indonesia,IDN,2066,,3804058,,3573787
Indonesia,IDN,2067,,3815768,,3553570
Indonesia,IDN,2068,,3825391,,3534902
Indonesia,IDN,2069,,3837320,,3515737
Indonesia,IDN,2070,,3840864,,3495192
Indonesia,IDN,2071,,3847081,,3470280
Indonesia,IDN,2072,,3854093,,3444710
Indonesia,IDN,2073,,3860781,,3419112
Indonesia,IDN,2074,,3862958,,3396653
Indonesia,IDN,2075,,3870725,,3366513
Indonesia,IDN,2076,,3874405,,3343122
Indonesia,IDN,2077,,3879881,,3313050
Indonesia,IDN,2078,,3882178,,3282208
Indonesia,IDN,2079,,3887208,,3257492
Indonesia,IDN,2080,,3891109,,3232218
Indonesia,IDN,2081,,3895570,,3208328
Indonesia,IDN,2082,,3902665,,3184428
Indonesia,IDN,2083,,3908139,,3157350
Indonesia,IDN,2084,,3911236,,3132136
Indonesia,IDN,2085,,3915801,,3109782
Indonesia,IDN,2086,,3921050,,3084979
Indonesia,IDN,2087,,3923604,,3062796
Indonesia,IDN,2088,,3928005,,3043109
Indonesia,IDN,2089,,3928578,,3023204
Indonesia,IDN,2090,,3935583,,3004223
Indonesia,IDN,2091,,3936662,,2985421
Indonesia,IDN,2092,,3940322,,2968682
Indonesia,IDN,2093,,3943967,,2951610
Indonesia,IDN,2094,,3941834,,2934817
Indonesia,IDN,2095,,3939252,,2918155
Indonesia,IDN,2096,,3935771,,2898668
Indonesia,IDN,2097,,3934240,,2881369
Indonesia,IDN,2098,,3928024,,2863912
Indonesia,IDN,2099,,3923676,,2846881
Indonesia,IDN,2100,,3914795,,2825757
Iran,IRN,1950,471917,,838122,
Iran,IRN,1951,482080,,860512,
Iran,IRN,1952,488196,,885830,
Iran,IRN,1953,494597,,909733,
Iran,IRN,1954,497917,,932530,
Iran,IRN,1955,499374,,965812,
Iran,IRN,1956,504648,,997803,
Iran,IRN,1957,512374,,1029744,
Iran,IRN,1958,509377,,1059076,
Iran,IRN,1959,511111,,1087680,
Iran,IRN,1960,510742,,1094794,
Iran,IRN,1961,507686,,1102361,
Iran,IRN,1962,516724,,1112273,
Iran,IRN,1963,500713,,1120840,
Iran,IRN,1964,497243,,1132823,
Iran,IRN,1965,495311,,1158343,
Iran,IRN,1966,493684,,1188719,
Iran,IRN,1967,491671,,1218945,
Iran,IRN,1968,499320,,1243309,
Iran,IRN,1969,482980,,1263644,
Iran,IRN,1970,475785,,1270418,
Iran,IRN,1971,466249,,1272084,
Iran,IRN,1972,460430,,1264479,
Iran,IRN,1973,444984,,1276873,
Iran,IRN,1974,437484,,1310826,
Iran,IRN,1975,431519,,1361014,
Iran,IRN,1976,428440,,1441788,
Iran,IRN,1977,426386,,1517941,
Iran,IRN,1978,454094,,1611066,
Iran,IRN,1979,423351,,1717676,
Iran,IRN,1980,437290,,1798585,
Iran,IRN,1981,480785,,1857625,
Iran,IRN,1982,487419,,2001681,
Iran,IRN,1983,482990,,2056591,
Iran,IRN,1984,446069,,2099105,
Iran,IRN,1985,440217,,2102014,
Iran,IRN,1986,434874,,2094176,
Iran,IRN,1987,430248,,2069904,
Iran,IRN,1988,424209,,2038749,
Iran,IRN,1989,385470,,1995229,
Iran,IRN,1990,423311,,1953743,
Iran,IRN,1991,375027,,1870627,
Iran,IRN,1992,368079,,1733584,
Iran,IRN,1993,359781,,1579425,
Iran,IRN,1994,343237,,1351274,
Iran,IRN,1995,335936,,1215585,
Iran,IRN,1996,331132,,1115652,
Iran,IRN,1997,331259,,1057842,
Iran,IRN,1998,328003,,1045683,
Iran,IRN,1999,328477,,1051709,
Iran,IRN,2000,329235,,1060427,
Iran,IRN,2001,331192,,1074860,
Iran,IRN,2002,332396,,1084609,
Iran,IRN,2003,359340,,1091911,
Iran,IRN,2004,335275,,1136441,
Iran,IRN,2005,339625,,1176881,
Iran,IRN,2006,342952,,1227485,
Iran,IRN,2007,346805,,1266093,
Iran,IRN,2008,349934,,1290890,
Iran,IRN,2009,353497,,1311757,
Iran,IRN,2010,357131,,1337544,
Iran,IRN,2011,361384,,1385254,
Iran,IRN,2012,365818,,1439653,
Iran,IRN,2013,370617,,1490131,
Iran,IRN,2014,375961,,1534518,
Iran,IRN,2015,381416,,1559766,
Iran,IRN,2016,387611,,1574609,
Iran,IRN,2017,393723,,1534302,
Iran,IRN,2018,400017,,1435027,
Iran,IRN,2019,405566,,1298600,
Iran,IRN,2020,564815,,1228854,
Iran,IRN,2021,564944,,1210703,
Iran,IRN,2022,438359,,1191945,
Iran,IRN,2023,423371,,1173463,
Iran,IRN,2024,,435289,,1151057
Iran,IRN,2025,,448047,,1125230
Iran,IRN,2026,,460933,,1101751
Iran,IRN,2027,,474069,,1082259
Iran,IRN,2028,,487490,,1064974
Iran,IRN,2029,,501631,,1050538
Iran,IRN,2030,,516155,,1037833
Iran,IRN,2031,,530420,,1029391
Iran,IRN,2032,,545490,,1024789
Iran,IRN,2033,,560866,,1024686
Iran,IRN,2034,,576577,,1027926
Iran,IRN,2035,,592668,,1031654
Iran,IRN,2036,,608982,,1035846
Iran,IRN,2037,,625714,,1039509
Iran,IRN,2038,,642468,,1042720
Iran,IRN,2039,,659899,,1045704
Iran,IRN,2040,,676893,,1049209
Iran,IRN,2041,,694333,,1050911
Iran,IRN,2042,,711983,,1050546
Iran,IRN,2043,,728981,,1049479
Iran,IRN,2044,,746090,,1045093
Iran,IRN,2045,,763637,,1040087
Iran,IRN,2046,,780868,,1033837
Iran,IRN,2047,,798881,,1024588
Iran,IRN,2048,,817286,,1014047
Iran,IRN,2049,,836624,,1000038
Iran,IRN,2050,,855978,,985602
Iran,IRN,2051,,876505,,971154
Iran,IRN,2052,,896091,,956006
Iran,IRN,2053,,917480,,940465
Iran,IRN,2054,,939072,,923279
Iran,IRN,2055,,961625,,905723
Iran,IRN,2056,,983889,,889084
Iran,IRN,2057,,1007021,,873450
Iran,IRN,2058,,1031288,,858887
Iran,IRN,2059,,1055078,,845923
Iran,IRN,2060,,1080884,,834245
Iran,IRN,2061,,1105443,,824997
Iran,IRN,2062,,1131388,,815477
Iran,IRN,2063,,1156462,,810302
Iran,IRN,2064,,1181718,,805208
Iran,IRN,2065,,1205589,,802598
Iran,IRN,2066,,1228368,,800871
Iran,IRN,2067,,1250721,,798943
Iran,IRN,2068,,1272260,,797335
Iran,IRN,2069,,1290774,,796663
Iran,IRN,2070,,1307513,,795286
Iran,IRN,2071,,1320755,,794313
Iran,IRN,2072,,1332790,,793469
Iran,IRN,2073,,1341807,,790972
Iran,IRN,2074,,1348360,,787690
Iran,IRN,2075,,1350651,,784570
Iran,IRN,2076,,1351892,,779697
Iran,IRN,2077,,1348812,,775833
Iran,IRN,2078,,1343541,,769429
Iran,IRN,2079,,1334063,,762716
Iran,IRN,2080,,1322812,,753829
